Family	Species	Gene
KLMA_80354	Kmarx	KLMA_80354
KLMA_80355	Kmarx	KLMA_80355
KLMA_80356	Kmarx	KLMA_80356
KLMA_80357	Kmarx	KLMA_80357
KLMA_80358	Kmarx	KLMA_80358
KLMA_80359	Kmarx	KLMA_80359
KLMA_80360	Kmarx	KLMA_80360
KLMA_80361	Kmarx	KLMA_80361
KLMA_80362	Kmarx	KLMA_80362
KLMA_80363	Kmarx	KLMA_80363
KLMA_80364	Kmarx	KLMA_80364
KLMA_80365	Kmarx	KLMA_80365
KLMA_80366	Kmarx	KLMA_80366
KLMA_80367	Kmarx	KLMA_80367
KLMA_80369	Kmarx	KLMA_80369
KLMA_80372	Kmarx	KLMA_80372
KLMA_80373	Kmarx	KLMA_80373
KLMA_80375	Kmarx	KLMA_80375
KLMA_80377	Kmarx	KLMA_80377
KLMA_80378	Kmarx	KLMA_80378
KLMA_80379	Kmarx	KLMA_80379
KLMA_80380	Kmarx	KLMA_80380
KLMA_80381	Kmarx	KLMA_80381
KLMA_80382	Kmarx	KLMA_80382
KLMA_80383	Kmarx	KLMA_80383
KLMA_80384	Kmarx	KLMA_80384
KLMA_80385	Kmarx	KLMA_80385
KLMA_80389	Kmarx	KLMA_80389
KLMA_80390	Kmarx	KLMA_80390
KLMA_80392	Kmarx	KLMA_80392
KLMA_80393	Kmarx	KLMA_80393
KLMA_80395	Kmarx	KLMA_80395
KLMA_80396	Kmarx	KLMA_80396
KLMA_80397	Kmarx	KLMA_80397
KLMA_80398	Kmarx	KLMA_80398
KLMA_80399	Kmarx	KLMA_80399
KLMA_80400	Kmarx	KLMA_80400
KLMA_80401	Kmarx	KLMA_80401
KLMA_80403	Kmarx	KLMA_80403
KLMA_80404	Kmarx	KLMA_80404
KLMA_80405	Kmarx	KLMA_80405
KLMA_80407	Kmarx	KLMA_80407
KLMA_80408	Kmarx	KLMA_80408
KLMA_80409	Kmarx	KLMA_80409
KLMA_80410	Kmarx	KLMA_80410
KLMA_80411	Kmarx	KLMA_80411
KLMA_80412	Kmarx	KLMA_80412
KLMA_80413	Kmarx	KLMA_80413
KLMA_80414	Kmarx	KLMA_80414
KLMA_80415	Kmarx	KLMA_80415
KLMA_80416	Kmarx	KLMA_80416
KLMA_80417	Kmarx	KLMA_80417
KLMA_80418	Kmarx	KLMA_80418
KLMA_80419	Kmarx	KLMA_80419
KLMA_80427	Kmarx	KLMA_80427
KLMA_90001	Kmarx	KLMA_90001
KLMA_90002	Kmarx	KLMA_90002
KLMA_90003	Kmarx	KLMA_90003
KLMA_90004	Kmarx	KLMA_90004
KLMA_90005	Kmarx	KLMA_90005
KLMA_90006	Kmarx	KLMA_90006
KLMA_90007	Kmarx	KLMA_90007
KLMA_90010	Kmarx	KLMA_90010
KLMA_90011	Kmarx	KLMA_90011
